document_id,equipment_id,name,org_name,previous_status,new_status,matched_query,queries_tried_count,queries_tried,papers_count,error
eqnet-4968,eqnet-4968,高速液体クロマトラジオグラフ(株式会社 島津製作所 LC-VP),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""LC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LC"") AND DOCTYPE(ar OR cp)",3,
eqnet-4969,eqnet-4969,高速遠心機(日立工機株式会社 CF7D2),神戸大学 研究基盤センター アイソトープ部門,,no_results_verified,"TITLE-ABS-KEY(""CF7D2"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""CF7D2"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""CF7D2"") AND TITLE-ABS-KEY(""遠心分離機"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""CF7D2"") AND AFFIL(""神戸大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-497,eqnet-497,500 MHz 核磁気共鳴装置(日本電子・ECA500),信州大学 基盤研究支援センター,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-4970,eqnet-4970,高速冷却遠心機(ベックマン・コールター株式会社 Avanti HP-25),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""Avanti"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Avanti"") AND DOCTYPE(ar OR cp)",3,
eqnet-4971,eqnet-4971,高速冷却遠心機(ベックマン・コールター株式会社 J2-MC),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""J2"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""J2"") AND DOCTYPE(ar OR cp)",3,
eqnet-4972,eqnet-4972,四重極電場型フーリエ変換質量分析装置(Thermo Fisher Scientific社 )Orbitrap Exploris 240,神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-4974,eqnet-4974,自動現像装置 (富士フイルム株式会社 FPM100),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""FPM100"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FPM100"") AND DOCTYPE(ar OR cp)",1,
eqnet-4975,eqnet-4975,実体蛍光顕微鏡(オリンパス(現・エビデント)SZX7),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""SZX7"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SZX7"") AND DOCTYPE(ar OR cp)",3,
eqnet-4976,eqnet-4976,小型スタッカブル・バイオシェーカー(ワケンビーテック株式会社 WB-205QMC),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""WB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""WB"") AND DOCTYPE(ar OR cp)",3,
eqnet-4977,eqnet-4977,真空凍結乾燥機(Labconco社 FZ-4.5CL),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""Labconco"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Labconco"") AND DOCTYPE(ar OR cp)",3,
eqnet-4981,eqnet-4981,人工気象器 (NK式インキュベーターBioTRON)(株式会社 日本医化器機製作所 BioTRON LH-220S),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""NK"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NK"") AND DOCTYPE(ar OR cp)",3,
eqnet-4982,eqnet-4982,生体分子間相互作用解析装置(ザルトリウス・ジャパン株式会社 BLItz),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""BLItz"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""BLItz"") AND DOCTYPE(ar OR cp)",3,
eqnet-4984,eqnet-4984,卓上超遠心機(ベックマン・コールター株式会社 Optima MAX),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""Optima"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Optima"") AND DOCTYPE(ar OR cp)",3,
eqnet-4985,eqnet-4985,超遠心機 (ベックマン・コールター株式会社 Optima XL-90),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""Optima"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Optima"") AND DOCTYPE(ar OR cp)",3,
eqnet-4986,eqnet-4986,倒立型蛍光顕微鏡(オリンパス(現・エビデント)IX71),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""IX71"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""IX71"") AND DOCTYPE(ar OR cp)",3,
eqnet-4987,eqnet-4987,微量分光光度計(DeNovix社 DS-11),神戸大学 研究基盤センター アイソトープ部門,,ready,"TITLE-ABS-KEY(""DeNovix"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""DeNovix"") AND DOCTYPE(ar OR cp)",3,
eqnet-499,eqnet-499,超強力単結晶構造解析システム(リガク製・FR-E+),九州大学 先導物質化学研究所 物質機能評価センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-500,eqnet-500,高分解能小角散乱装置(Bruker AXS製・NANOSTAR),九州大学 先導物質化学研究所 物質機能評価センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-501,eqnet-501,高輝度広角X 線回折システム熱量同時評価部(リガク製・SmartLab),九州大学 先導物質化学研究所 物質機能評価センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-5012,eqnet-5012,静電加速器システム(National Electrostatics Corporation 5SDH-2),神戸大学 研究基盤センター 加速器部門,,ready,"TITLE-ABS-KEY(""National"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""National"") AND DOCTYPE(ar OR cp)",3,
eqnet-5013,eqnet-5013,磁気特性測定システム(MPMS)(カンタム・デザイン 磁気特性測定システムMPMS3),神戸大学 研究基盤センター 極低温部門,,ready,"TITLE-ABS-KEY(""MPMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MPMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-5014,eqnet-5014,個別換気ケージシステム(テクニプラスト BOX100SFPT),神戸大学 研究基盤センター 動物機能解析部門,,no_results_verified,"TITLE-ABS-KEY(""BOX100SFPT"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""BOX100SFPT"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""BOX100SFPT"") AND TITLE-ABS-KEY(""飼育"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""BOX100SFPT"") AND AFFIL(""神戸大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-5015,eqnet-5015,ICP質量分析計(Thermo Fisher Scientific・ iCAP Q ICP-MS),高知大学 海洋コア国際研究所,,ready,"TITLE-ABS-KEY(""ICP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ICP"") AND DOCTYPE(ar OR cp)",3,
eqnet-5016,eqnet-5016,ワンショット型非接触3次元測定解析装置キーエンスVR6200,山口大学 総合科学実験センター常盤分室,,no_results_verified,"TITLE-ABS-KEY(""VR6200"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""VR6200"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""VR6200"") AND TITLE-ABS-KEY(""表面粗さ・表面形状測定器"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""VR6200"") AND AFFIL(""山口大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-5018,eqnet-5018,共焦点レーザー顕微鏡システム (Zeiss LSM900),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Zeiss"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Zeiss"") AND DOCTYPE(ar OR cp)",3,
eqnet-5019,eqnet-5019,セクショニング蛍光顕微鏡システム (Zeiss ApoTome2),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Zeiss"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Zeiss"") AND DOCTYPE(ar OR cp)",3,
eqnet-502,eqnet-502,高輝度広角X 線回折システム薄膜解析部(リガク製・TTR-III),九州大学 先導物質化学研究所 物質機能評価センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-5020,eqnet-5020,蛍光顕微鏡システム (Nikon ECLIPSE Ti),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Nikon"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Nikon"") AND DOCTYPE(ar OR cp)",3,
eqnet-5021,eqnet-5021,マルチモードプレートレーダー (ベルト―ルド TriStar LB941),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""TriStar"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TriStar"") AND DOCTYPE(ar OR cp)",3,
eqnet-5022,eqnet-5022,ケミルミ撮影装置 (Multi Imager II),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Multi"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Multi"") AND DOCTYPE(ar OR cp)",3,
eqnet-5023,eqnet-5023,realtime PCR装置 (Roche LightCycler2.0),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""realtime"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""realtime"") AND DOCTYPE(ar OR cp)",3,
eqnet-5024,eqnet-5024,微量分光光度計 nanoDrop (Thermo nanoDrop 2000c),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""nanoDrop"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""nanoDrop"") AND DOCTYPE(ar OR cp)",3,
eqnet-5025,eqnet-5025,Electroporation装置 (ネッパジーン NEPA21),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Electroporation"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Electroporation"") AND DOCTYPE(ar OR cp)",3,
eqnet-5026,eqnet-5026,超遠心機 (HITACHI himac CP80WX),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",3,
eqnet-5027,eqnet-5027,小型超遠心機 (HITACHI CS100FNX),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",3,
eqnet-5028,eqnet-5028,高速冷却遠心機 (HITACHI CR21N),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HITACHI"") AND DOCTYPE(ar OR cp)",3,
eqnet-5029,eqnet-5029,微量高速冷却遠心機 (TOMY MX-105),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""TOMY"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TOMY"") AND DOCTYPE(ar OR cp)",3,
eqnet-5030,eqnet-5030,大型振とう培養器 (TAITEC Bio-Shaker BR-3000LF),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""TAITEC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TAITEC"") AND DOCTYPE(ar OR cp)",3,
eqnet-5031,eqnet-5031,純水/超純水装置 (オルガノ Purelite-α/Puric-α),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Purelite"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Purelite"") AND DOCTYPE(ar OR cp)",3,
eqnet-5032,eqnet-5032,製氷機 (ホシザキ FM-340AF),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""FM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5033,eqnet-5033,ソニケーター (TOMY UD-200),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""TOMY"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TOMY"") AND DOCTYPE(ar OR cp)",3,
eqnet-5034,eqnet-5034,SpeedVac (Thermo SAVANT SPD1010),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""SpeedVac"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SpeedVac"") AND DOCTYPE(ar OR cp)",3,
eqnet-5035,eqnet-5035,真空凍結乾燥機 (LABCONCO FREE ZONE2.5),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""LABCONCO"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LABCONCO"") AND DOCTYPE(ar OR cp)",3,
eqnet-5036,eqnet-5036,PCR装置 (ASTEC PC-800),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",3,
eqnet-5037,eqnet-5037,プラスミド自動精製装置 (KURABO PI-80X),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""KURABO"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""KURABO"") AND DOCTYPE(ar OR cp)",3,
eqnet-5038,eqnet-5038,核酸抽出装置 (Promega Maxwell RSC),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Promega"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Promega"") AND DOCTYPE(ar OR cp)",3,
eqnet-5039,eqnet-5039,分子間相互作用測定装置 (BLItz),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""BLItz"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""BLItz"") AND DOCTYPE(ar OR cp)",3,
eqnet-5040,eqnet-5040,ゲル撮影装置 Limited-StageII-UV(アムズシステム),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Limited"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Limited"") AND DOCTYPE(ar OR cp)",3,
eqnet-5041,eqnet-5041,ケミルミ撮影装置 MultiimagerII Multibox(バイオツールズ),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,no_results_verified,"TITLE-ABS-KEY(""MultiimagerII"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""MultiimagerII"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""Multibox"") AND TITLE-ABS-KEY(""化学発光・蛍光撮影装置 CCDカメラタイプ"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""MultiimagerII"") AND AFFIL(""鹿児島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-5043,eqnet-5043,クリーンベンチ PCV-841-BRG(日立),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""PCV"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PCV"") AND DOCTYPE(ar OR cp)",3,
eqnet-5044,eqnet-5044,リアルタイムPCR解析装置 CFX-Duet(Bio-Rad),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",3,
eqnet-5045,eqnet-5045,超低温槽 ULT-390(REVCO/朝日ライフサイエンス),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""ULT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ULT"") AND DOCTYPE(ar OR cp)",3,
eqnet-5046,eqnet-5046,エコノミーハイクレーブ HVE-25LB(平山製作所),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""HVE"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HVE"") AND DOCTYPE(ar OR cp)",3,
eqnet-5047,eqnet-5047,製氷機 FM-120K(ホシザキ),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""FM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5048,eqnet-5048,研磨機 マイクログラインダーMG4000(EXAKT),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,no_results_verified,"TITLE-ABS-KEY(""MG4000"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""MG4000"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""EXAKT"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""MG4000"") AND AFFIL(""鹿児島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-5049,eqnet-5049,マルチモードプレートリーダー Tristar2 LB942(Berthold),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Tristar2"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Tristar2"") AND DOCTYPE(ar OR cp)",3,
eqnet-5050,eqnet-5050,EOガス滅菌器(イキ),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""EO"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EO"") AND DOCTYPE(ar OR cp)",3,
eqnet-5051,eqnet-5051,超純水装置 Direct-Q UV5(MERCK),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Direct"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Direct"") AND DOCTYPE(ar OR cp)",3,
eqnet-5052,eqnet-5052,PLT unit エアーリークテスター(関東化学),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""PLT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PLT"") AND DOCTYPE(ar OR cp)",3,
eqnet-5053,eqnet-5053,ビーズ式ホモジナイザー Precellys Evolution(エムエス機器),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""Precellys"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Precellys"") AND DOCTYPE(ar OR cp)",3,
eqnet-5054,eqnet-5054,マイクロCT Skyscan 1174(BRUKER),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-5055,eqnet-5055,微量サンプル分光光度計 SimpliNano(Biochrome),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""SimpliNano"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SimpliNano"") AND DOCTYPE(ar OR cp)",3,
eqnet-5056,eqnet-5056,フローサイトメーター CyAn ADP(Beckman Coulter),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""CyAn"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""CyAn"") AND DOCTYPE(ar OR cp)",3,
eqnet-5057,eqnet-5057,超低温槽 ULT-1790-5(朝日ライフサイエンス),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""ULT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ULT"") AND DOCTYPE(ar OR cp)",3,
eqnet-5058,eqnet-5058,卓上電子顕微鏡 TM4000 PlusII(HITACHI),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5059,eqnet-5059,マグネトロンスパッタ装置 MSP-1S(真空デバイス),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,,ready,"TITLE-ABS-KEY(""MSP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MSP"") AND DOCTYPE(ar OR cp)",3,
eqnet-5060,eqnet-5060,MALDI-mini-1(島津製作所) デジタルイオントラップ型質量分析計,香川大学 農学部 遺伝子実験施設,,ready,"TITLE-ABS-KEY(""MALDI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MALDI"") AND DOCTYPE(ar OR cp)",3,
eqnet-5062,eqnet-5062,2.8t天井クレーン,島根大学 総合理工学部 建築デザイン学科 建築構造実験室,,ready,"TITLE-ABS-KEY(""8t"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""8t"") AND DOCTYPE(ar OR cp)",3,
eqnet-5063,eqnet-5063,4m載荷フレーム,島根大学 総合理工学部 建築デザイン学科 建築構造実験室,,ready,"TITLE-ABS-KEY(""4m"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""4m"") AND DOCTYPE(ar OR cp)",3,
eqnet-5064,eqnet-5064,電界放出形走査電子顕微鏡,長崎大学 研究開発推進機構,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5066,eqnet-5066,質量分析装置 (Bruker・compact),岡山大学 自然生命科学研究支援センター 分析計測分野,,ready,"TITLE-ABS-KEY(""Bruker"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Bruker"") AND DOCTYPE(ar OR cp)",3,
eqnet-5067,eqnet-5067,X線回折装置-粉末機(Rigaku・SmartLab),東京工業高等専門学校 産業技術センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-5068,eqnet-5068,X線回折装置-薄膜機(Rigaku・SmartLab),東京工業高等専門学校 産業技術センター,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-5069,eqnet-5069,ショットキー電界放出形走査電子顕微鏡(JEOL・JSM-IT800SHL),東京工業高等専門学校 産業技術センター,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-507,eqnet-507,600MHz核磁気共鳴分光装置(Bruker・AVANCE II 600),鳥取大学 研究推進機構,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-5070,eqnet-5070,熱電子放出形走査電子顕微鏡(JEOL・JSM-IT510LV),東京工業高等専門学校 産業技術センター,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5071,eqnet-5071,旋光度計(日本分光・P-2100),千葉大学 工学部 共生応用化学科,,ready,"TITLE-ABS-KEY(""P"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""P"") AND DOCTYPE(ar OR cp)",3,
eqnet-5072,eqnet-5072,単結晶X線構造解析装置(リガク(株)製・XtaLAB Synergy-DW),金沢大学 理工研究域 物質化学系化学コース,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-5074,eqnet-5074,透過型電子顕微鏡(日本電子 JEM-2100F),香川大学 創造工学部 6号館 1F 分析室1,,ready,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-5075,eqnet-5075,集束イオンビーム加工装置(FEI Quanta3D 200i),香川大学 創造工学部 6号館 1F 分析室1,,ready,"TITLE-ABS-KEY(""FEI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FEI"") AND DOCTYPE(ar OR cp)",3,
eqnet-5084,eqnet-5084,LC-四重極/電場型FT-MS(Thermo Fisher・Orbitrap Exploris 120),千葉大学 共用機器センター 共用機器センタ- 共用機器センター,,ready,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-5086,eqnet-5086,リアルタイムPCR装置(Thermal Cycler Dice Real Time System III [TP970]) No. 2,東京農工大学 学術研究支援総合センター 遺伝子実験施設 施設長,,ready,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PCR"") AND DOCTYPE(ar OR cp)",3,
eqnet-5088,eqnet-5088,nanoLC/ESI-QTOF質量分析システム(Thermo Fisher Scientic社 Vanquish Neo System),岡山大学 自然生命科学研究支援センター ゲノムプロテオーム解析部門,,ready,"TITLE-ABS-KEY(""nanoLC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""nanoLC"") AND DOCTYPE(ar OR cp)",3,
